3.000	0.524	85.000
3.000	0.524	85.000
3.000	1.571	45.000
3.000	0.785	79.000
3.000	0.524	97.000
3.000	-10.000	80.000
3.000	-10.000	80.000
3.000	-11.000	108.000
3.000	-11.000	108.000
4.000	1.571	195.000
4.000	0.000	96.000
4.000	0.785	168.000
4.000	0.524	156.000
4.000	1.571	196.000
5.000	1.571	180.000
5.000	0.000	62.000
6.000	1.000	0.000
6.000	-1.000	0.000
7.000	1.000	0.000
7.000	-1.000	0.000
8.000	1.571	204.000
8.000	0.000	95.000
8.000	0.785	169.000
8.000	0.524	154.000
8.000	1.571	202.000
9.000	1.571	166.000
9.000	0.000	63.000
10.000	1.000	0.000
10.000	-1.000	0.000
11.000	0.000	138.000
11.000	0.524	44.000
11.000	0.524	44.000
11.000	-10.000	76.000
11.000	-10.000	76.000
11.000	-11.000	99.000
11.000	-11.000	99.000
12.000	1.571	164.000
12.000	0.000	112.000
12.000	0.785	143.000
12.000	0.524	134.000
12.000	1.571	174.000
13.000	1.571	168.000
13.000	0.000	60.000
14.000	1.000	0.000
14.000	-1.000	0.000
15.000	0.000	121.000
15.000	0.524	45.000
15.000	0.524	45.000
15.000	-10.000	39.000
15.000	-10.000	39.000
15.000	-11.000	94.000
15.000	-11.000	94.000
16.000	1.571	166.000
16.000	0.000	91.000
16.000	0.785	123.000
16.000	0.524	112.000
16.000	1.571	173.000
17.000	1.571	173.000
17.000	0.000	52.000
18.000	1.000	0.000
18.000	-1.000	0.000
19.000	0.000	110.000
19.000	0.524	46.000
19.000	0.524	46.000
19.000	-10.000	37.000
19.000	-10.000	37.000
19.000	-11.000	86.000
19.000	-11.000	86.000
20.000	1.000	0.000
20.000	-1.000	0.000
21.000	0.000	136.000
21.000	1.571	205.000
21.000	0.785	175.000
22.000	0.524	14.000
22.000	0.000	57.000
22.000	-0.524	131.000
23.000	1.000	0.000
23.000	-1.000	0.000
